source_file,title,language,commentary,image_thumbnail_id
case1683_fr.xml,Hématologie-APP-2ème,French,Non précisé,
case1684_fr.xml,Hématologie-APP-2ème,French,Non précisé,
case1685_fr.xml,Hématologie-APP-2ème,French,Non précisé,
case1686_fr.xml,Hématologie-APP-3ème,French,Non précisé,
case1687_fr.xml,Hématologie-APP-3ème,French,Non précisé,
case1688_fr.xml,Hématologie-APP-3ème,French,Non précisé,
case2159_fr.xml,AMC Techniques d'Urgence/Abdomen,French,"M. T.G a donc présenté une pyocholécystite compliquée d
' abcès hépatiques et d ' une septicémie à entérocoques. Il existe
deux types principaux d ' abcès hépatiques : les abcès à pyogènes
ou bactériens, représentant la majorité des cas (80% des cas aux
Etats-Unis) et les abcès amibiens (10% des cas), l ' abcès
hépatique étant la manifestation extra-intestinale la plus commune
de l ' amibiase (3-10% des patients infectés). A part ces deux
étiologies, il existe des abcès fongiques ainsi que des kystes
hépatiques surinfectés (hydatiques notamment) . Diagnostics : 1)
Abcès hépatique sur pyocholécystite 2) Septicémie à entérocoques 3)
Diabète type II Pronostic : Les abcès à pyogènes non traités ont
une issue fatale dans 95 à 100% des cas. La mort suivant le
développement d ' un sepsis ou la rupture de l ' abcès (dans la
cavité péritonéale, pleurale ou dans le poumon droit pour les abcès
du lobe droit, et dans le péricarde ou le poumon gauche pour les
abcès du lobe gauche). Une prise en charge adéquate a permis de
réduire la mortalité entre 10 et 15% de nos jours. La mortalité due
aux abcès amibiens est de moins de 5% en l ' absence de
surinfection secondaire. L ' infection du parenchyme hépatique peut
se faire de plusieurs manières: 1) par le système veineux porte, 2)
par l ' artère hépatique, à l ' occasion d ' une bactériémie ou d '
une septicémie, 3) par ascension le long de l ' arbre biliaire, 4)
directement par extension à partir d ' une infection
sous-diaphragmatique, sous- hépatique (de la vésicule biliaire par
exemple), et enfin lors d ' un traumatisme pénétrant ou d ' une
procédure percutanée. Un abcès hépatique traduit habituellement un
processus infectieux dans un autre organe, lequel se trouve le plus
souvent dans l ' abdomen. Avant l ' ère des antibiotiques, l '
infection du parenchyme hépatique par voie porte à partir d ' un
foyer d ' appendicite ou de diverticulite était la cause la plus
fréquente d ' abcès à pyogène. Actuellement, grâce à une approche
agressive de ces affections, combinant antibiothérapie et chirugie
le taux d ' abcès hépatiques secondaires à ces affections a pu être
réduit considérablement pour passer d ' environ 60% à 20%. De nos
jours, les maladies du tractus biliaire représentent la cause la
plus fréquente d ' abcès hépatiques à germes pyogènes. Parmi
celles-ci on retrouve la cholécystite et plus particulièrement les
obstructions bénignes ou malignes des voies biliaires. Après
obstruction, les bactéries se multiplient et remontent jusqu ' au
parenchyme par les canaux biliaires intrahépatiques. Les
traumatismes prédisposent à la formation d ' abcès pour diverses
raisons : collection de bile, nécrose cellulaire, diminution de la
perfusion, formation d ' un hématome, et enfin, introduction
directe des bactéries lors du traumatisme. La combinaison de ces
différents facteurs constitue un riche milieu de culture pour les
bactéries introduites lors du traumatisme ainsi que celles
contenues dans le sang ou dans la bile, qui y sont alors retenues.
Chez l ' hôte immunodéprimé une infection systémique par une mycose
peut donner des micro-, ou macroabcès hépatiques. Le pathogène
opportuniste le plus fréquent étant Candida albicans. La formation
d ' abcès amibiens résulte de l ' infection du parenchyme hépatique
par le protozoaire Entamoeba histolytica. Les trophozoïtes
envahissent la muqueuse intestinale et atteignent le foie par voie
porte. Enfin, dans environ 20% des cas, l ' étiologie de l ' abcès
ne peut être retrouvée, on parle alors d ' abcès cryptogénique. La
majorité des abcès (dans un rapport 3/1) se trouvent dans le lobe
droit. L ' explication présumée est que la fraction de sang porte
provenant de la veine mésentérique supérieure est plus importante
et s ' écoule dans le lobe droit. Les bactéries retrouvées dans les
abcès varient beaucoup, mais reflètent généralement une flore
colique ou ®biliaire®. Les micro-organismes aérobes les plus
fréquemment retrouvés sont: E.coli, Klebsiella et S.faecalis; les
anaérobes étant : les genres Bacteroides et Fusobacterium. La
présence d ' E.coli ou de Klebsiella doit faire suspecter une
origine biliaire alors que la présence d ' anaérobes suggère plutôt
une origine colique. La présentation clinique est souvent peu
spécifique. La fièvre est le symptôme le plus fréquent de l ' abcès
hépatique. Une fièvre d ' origine indéterminée peut être la seule
manifestation de l ' abcès, particulièrement chez le sujet âgé. D '
autres symptômes non spécifiques comme des frissons, une anorexie
et une perte pondérale peuvent également apparaître. Enfin, 50% des
patients présentent une symptomatologie douloureuse du quadrant
supérieur droit et seule une minorité des patients avec abcès
amibiens présentent des signes cliniques d ' amibiase intestinale.
Les investigations radiologiques les plus sensibles lors de
suspicion clinique d ' abcès hépatique sont l ' ultrasonographie
(US) et la tomodensitométrie (CT). A l ' ultrasonographie, un abcès
se présente comme une lésion ronde à elliptique avec un contenu d '
échogénicité hétérogène ou anéchogène-selon la densité et la
consistance du fluide constituant l ' abcès- avec ou sans
renforcement postérieur. Les abcès à Candida sont typiquement de
petites lésions de 1 à 3 cm de diamètre montrant un aspect en
cible, avec un centre échogène entouré d ' un anneau hypoéchogène.
A la tomodensitométrie l ' abcès est une lésion hypodense (proche
de la densité de l ' eau) ne se réhaussant pas après injection de
produit de contraste. Par contre un réhaussement périphérique en
anneau après injection de produit de contraste est fréquent. La
présence de collections gazeuses traduisant la présence de
micro-organismes est évidemment diagnostique. En cas de candidose,
le foie montre de multiples et petites lésions hypodenses. Il faut
encore noter qu ' à la radiographie du thorax on peut retrouver une
surélévation de la coupole diaphragmatique droite, des bandes d '
atéléctasie et un infiltrat basale droits ainsi qu ' un épanchement
pleural, le tout traduisant le processus inflammatoire sous-jacent.
La différentiation entre un abcès à pyogènes et amibien est
importante à faire dans la mesure o* les traitements sont
radicalement différents. En effet, les abcès à pyogènes sont
traités -outre le traitement de la cause sous-jacente- par drainage
(percutané ou chirurgical) et antibiothérapie adaptée, alors que
les abcès amibiens non compliqués (sans surinfection, sans rupture)
le sont par administration d ' amoebocides. Les abcès à pyogènes
affectent plutôt les gens entre 40 et 60 ans alors que les abcès
amibiens touchent plutôt la tranche d ' âge 20-50 ans avec une
proportion hommes/femmes de 10/1. Sur le plan clinique et
radiologique, hormis le fait que les frissons sont rares lors d '
abcès amibiens la distinction peut parfois être impossible. Il est
néanmoins important de rechercher une notion de voyage dans une
zone endémique lors des mois précédents. Enfin, les tests
sérologiques pour Entamoeba histolytica sont positifs dans 98-100%
des cas en cas d ' abcès amibien et dans moins de 5% des cas en cas
d ' abcès à pyogènes.",
case2160_fr.xml,AMC Techniques d'Urgence/Abdomen,French,"Lorsqu' on demande des clichés de l ' abdomen sans
préparation, on pratique d ' ordinaire deux incidences : un cliché
en position couchée qui permettra une analyse de la distribution
des organes et tissus mous intraabdominaux, de l ' air contenu dans
les viscères et des structures osseuses; un cliché en position
debout (ou si l ' état du patient ne le permet pas en décubitus
latéral gauche) afin de rechercher la présence d ' air libre
intrapéritonéal et des niveaux hydro-aériques. Quand on analyse des
clichés d ' abdomen sans préparation, il convient d ' être
systématique afin de ne rien omettre. On peut par exemple suivre le
schéma suivant : 1) analyse de la distribution de l ' air dans l '
intestin grêle et le côlon, recherche de dilatation des anses
intestinales, de niveaux hydro-aériques, d ' un pneumopéritoine, d
' air dans les voies biliaires (aérobilie). La présence de
quantités relativement importantes d ' air dans l ' estomac et le
côlon est une constatation normale. Par contre le petit intestin ne
contient généralement qu ' une faible quantité d' air; la présence
de niveaux hydroaériques, sans autres signes d ' obstruction, peut
s ' observer dans des conditions physiologiques (par exemple : 3 à
5 niveaux de moins de 2,5 cm de longueur, dans la fosse iliaque
droite en particulier); par contre, la présence de plus de deux
niveaux hydroaériques dans une anse grêle dilatée (dont le calibre
dépasse 2,5 cm de diamètre) est pathologique. Le diamètre colique
est très variable et il est difficile de poser la limite précise à
partir de laquelle on peut parler de dilatation. On admet néanmoins
pour le côlon transverse qu ' un diamètre excédant 5,5 cm est
pathologique; le caecum est facilement extensible mais à partir d '
un diamètre de 9 cm il y a danger de perforation; 2) recherche de
calcifications (calculs urinaires, biliaires, etc.) 3) recherche
d'une masse 4) Analyse des organes abdominaux. Les organes sont
entourés de graisse qui délimite leurs bords et constituent ainsi
les lignes graisseuses péritonéales et rétropéritonéales (par
exemple : bord inférieur du foie, gouttières paracoliques et bords
de la vessie pour les lignes péritonéales; bords du psoas et
coutours des reins pour les lignes rétropéritonéales); ces lignes
peuvent être déplacées par une masse, une dilatation d ' un organe
ou être effacées par un épanchement liquidien ou un processus
inflammatoire; il faut néanmoins garder à l ' esprit que chez de
nombreux individus normaux, ces lignes ne sont pas identifiables;
5) analyse de la structure et de la morphologie
osseuse.",
case2161_fr.xml,AMC Techniques d'Urgence/Abdomen,French,"En cas d'obstruction mécanique du gros intestin, la
symptomatologie se développe moins rapidement que lors d' une
obstruction de l' intestin grêle. La symptomatologie d' un syndrome
occlusif se reconnaît à la triade suivante: 1) des douleurs
abdominales souvent de type ""coliques"", témoignant de la lutte que
livre l'intestin pour faire franchir l'obstacle au bol alimentaire
; 2) des vomissements d' autant plus précoces que l' obstruction
est proximale et d'aspect variables selon l' endroit o* se trouve
l' obstacle (alimentaires, voire fécaloïdes); 3) l' arrêt des gaz
et des selles. A cette présentation peut s' ajouter une atteinte de
l'état général. Ce dernier peut être conservé dans une occlusion
fonctionnelle (autrement dit une paralysie intestinale en l'
absence d' obstacle organique à la progression de son contenu) ou
au contraire le patient peut présenter une hypotension, voire un
état de choc lors d' une obstruction due par exemple à une
strangulation avec nécrose intestinale. A l' examen clinique on est
frappé par la distension ou le météorisme abdominal. On observe
aussi parfois à la surface de l' abdomen des ondes péristaltiques
en amont de l'obstacle. La percussion montre un tympanisme d* à la
distension des anses intestinales. A l' auscultation l' abdomen
peut être complètement silencieuse en cas d' occlusion
fonctionnelle ou au contraire révéler une augmentation des bruits
qui prennent une consonnance métallique, traduisant ici encore la
lutte de l' intestin en amont de l'obstacle. La palpation peut
éventuellement mettre en évidence une masse responsable de l'iléus,
sinon elle ne révèle généralement pas de signe de péritonisme. Une
défense ou une détente signant une irritation du péritoine doit
faire craindre une possible nécrose intestinale. Le toucher rectal
est indispensable afin de s' assurer de la vacuité de l' ampoule
rectale et peut parfois mettre en évidence une tumeur ou un
fécalome (concrétion de matières fécales) pouvant être à l' origine
de l' occlusion. Il faut également toujours palper les orifices
herniaires pour exclure une hernie inguinale ou fémorale étranglée.
Lors de l' inspection de l' abdomen la présence de cicatrices de
laparotomies doivent faire rechercher des signes d' une éventration
étranglée. L' éventration est l' issue des viscères abdominaux ou
pelviens au travers du plan musculo-aponévrotique, au niveau d' une
incision de laparotomie; les viscères faisant alors protrusion sous
la peau. Enfin, en présence de telles cicatrices la possibilité d'
un iléus sur bride post-opératoire doit toujours être prise en
compte. Le danger d' une forte distension du côlon réside dans le
risque de rupture, celui-ci étant le plus grand au niveau du
caecum, o* en vertu de la loi de Laplace, la tension intrapariétale
pour une pression donnée est la plus grande, car le rayon de cette
partie du gros intestin est le plus important. Ceci d' autant plus
quand la valve iléo-caecale est compétente et ne permet pas une
certaine décompression par reflux du contenu intestinal dans
l'iléon. Avec le temps, s' ajoute à cet iléus mécanique un iléus
fonctionnel. Parmi les différentes causes d'obstruction mécanique
du gros intestin on retrouve : le carcinome du côlon, les tumeurs
d' organes adjacents (l' ovaire, l' utérus et les organes
rétropéritonéaux comme le pancréas) qui peuvent infiltrer le côlon,
le volvulus, l ' invagination et les hernies. Le carcinome du
côlon, qui est d' ailleurs plus de neuf fois sur dix un
adénocarcinome, est la cause la plus fréquente et représente plus
de 70% des cas. Le pic d' incidence se situe entre 50 et 70 ans et
la tumeur se trouve au niveau du rectum ou du sigmoïde chez 80% des
patients. Malheureusement les manifestations en sont tardives et
consistent en une modification des habitudes intestinales
(diarrhées, constipation et alternance des deux), l' émission de
méléna ou des rectorragies, une perte de poids, de l' anémie. La
complication la plus fréquente est l' obstruction du gros intestin
avec rétention progressive des selles, le patient ne consultant
parfois que plusieurs jours après l' installation de la sténose. Ce
cas de figure est particulièrement fréquent avec les tumeurs
distales. Les tumeurs du côlon proximal ont par contre tendance à
se manifester plus précocement par des nausées, des vomissements et
des douleurs abdominales en coliques. Lors d' une occlusion sur
invagination, c' est le plus souvent une invagination iléo-colique
qui en est la cause. Le patient présente habituellement un tableau
clinique plutôt sub-aigu constitué de douleurs abdominales
récurrentes en coliques, des périodes alternant constipation et
diarrhées, puis généralement après quelques heures du sang et du
mucus peuvent être émis avec les selles. Le danger chez les
patients présentant une hernie réside dans la possibilité que
celle-ci ne ®s' étrangle® . L' étranglement étant la constriction
au niveau du collet herniaire des viscères engagés dans le sac
herniaire. De cette situation peut résulter deux complications : un
iléus mécanique par compression des anses intestinales au niveau de
ce même collet, et la perforation de la paroi intestinale avec
péritonite sur arrêt du débit sanguin au niveau du collet
entraînant une nécrose de la paroi. Au niveau du côlon on a surtout
des hernies externes, les hernies internes n' impliquant quasi
exclusivement que l' intestin grêle. Une hernie interne est due au
prolaps d' une partie d' un viscère abdominale - le plus souvent l'
intestin grêle - à travers un orifice intrapéritonéal. Cet orifice
peut être un orifice anormal dans un méso ou un épiploon, un
orifice normal comme par exemple le foramen de Winslow, ou encore
un orifice créé par le chirurgien. Enfin il existe encore des
orifices résultant d' un défaut de rotation d' une anse. En
présence d' un syndrome occlusif il faut commencer par réaliser un
cliché de l' abdomen sans préparation. En cas d' obstruction
colique, on trouve une distension de ce dernier, particulièrement
marquée au niveau du caecum. Si la valve iléo-caecale est
compétente, la distension est confinée au côlon, la colonne de gaz
se terminant juste en amont de l' obstacle. La partie du côlon en
aval de l' obstacle ne contient par contre plus de gaz. Quand la
dilatation progresse les haustrations disparaissent. Généralement
la cause de l' obstruction ne peut pas être diagnostiquée sur un
cliché de l' abdomen sans préparation. Seul le volvulus (le plus
souvent du sigmoïde, plus rarement du caecum ou du côlon
transverse) a un aspect radiologique typique: à l ' endroit o* les
deux bras de l ' anse volvulée se rejoignent on peut parfois
distinguer trois lignes convergentes qui représentent les deux
parois externes de l ' anse volvulée avec au centre les deux parois
internes adjacentes, accolées. On appelle ceci le ""coffee bean
sign"". Notons encore que la présence de gaz colique en dehors de sa
topographie normale, par exemple au dessous du foramen obturateur,
suggère la présence d' une hernie. Une fois l' obstruction colique
diagnostiquée, l' étape suivante consiste à pratiquer un lavement
avec un produit de contraste hydrosoluble, afin d' évaluer le degré
et le niveau de l' obstruction, et d' en démontrer éventuellement
la cause : une tumeur probable, se présentant par une sténose
filiforme donnant le signe du ®trognon de pomme®, un volvulus avec
une colonne de produit de contraste qui forme une image en bec d'
oiseau à l' endroit o* elle se termine, une invagination avec son
pôle, qui quand il est moulé par le produit de contraste, présente
un aspect convexe. En cas de hernie externe on retrouvera du
produit de contraste en dehors de l' abdomen dans le sac herniaire.
Le CT ne prend réellement place que dans le bilan pré-opératoire
d'une tumeur primaire ou secondaire du côlon. Il permettra de
démontrer le degré d' infiltration de la tumeur et de rechercher d'
éventuelles adénopathies. Pronostic : Le taux de mortalité de l '
occlusion colique est d ' environ 20 %. En ce qui concerne les
tumeurs coliques, la survie dépends des facteurs suivants : le
stade tumoral selon Dukes ou TNM, la différenciation de la tumeur
(son grade), l' invasion des lymphatiques et des vaisseaux
sanguins. Enfin, une tumeur obstructive ou perforée est un facteur
de mauvais pronostic. En résumé la survie à 5 ans du cancer colique
selon la classification de Dukes est de : 67 à 81% pour une tumeur
Dukes A (invasion limitée à la paroi intestinale avec une atteinte
pouvant aller jusqu' à la musculature propre, mais sans métastase
ganglionnaire). 51 à 64% pour une tumeur Dukes B (infiltration
atteignant la séreuse ou le tissu péri-colique, sans métastase
ganglionnaire). 32 à 44% pour une tumeur Dukes C (présence de
métastases ganglionnaires).",
case2162_fr.xml,AMC Techniques d'Urgence/Abdomen,French,"Diagnostic : appendicite aiguÎ Au vu d'une clinique et
d ' une image au CT compatibles avec une appendicite aiguÎ, on
décide de procéder à une appendicectomie par laparotomie d ' emblée
au point de Mc Burney, qui confirme alors le diagnostic.
L'appendicite aiguÎ est la cause la plus fréquente d ' abdomen aigu
soit environ 30 % des cas. Son pic de fréquence se situe entre les
2ème et 3ème décennies. Si elle se rencontre à n ' importe quel âge
elle est relativement rare aux âges extrêmes. Hommes et femmes sont
touchés de façon identique sauf entre la puberté et l ' âge de 25
ans o* les hommes sont plus touchés avec un rapport de 3/2.
L'événement clé dans la pathogénie de l ' appendicite aiguÎ est l '
obstruction de la lumière de l'appendice. Dans la majorité des cas
(environ 60 %), celle-ci est due à une hyperplasie des follicules
lymphoïdes du chorion (fréquent chez les enfants), dans environ 35
% des cas l ' obstruction est due à la présence de selles ou d'un
stercolithe (plutôt chez l'adulte). Parmi les causes moins
fréquentes d ' obstruction on retrouve les sténoses sur processus
inflammatoire ou néoplasique et les corps étrangers. Parfois on ne
retrouve pas d ' étiologie pouvant expliquer l'appendicite; elle
est probablement due à un stercolithe qui après avoir initié la
processus inflammatoire a été expulsé dans la lumière du caecum par
des mouvements péristaltiques de sorte qu ' il n'est pas retrouvé
dans la lumière de l'appendice après apendicectomie. Une fois la
lumière occluse, du mucus continue à être sécrété dans la lumière
et la stase favorise alors la prolifération bactérienne. Les
bactéries sécrètent diverses exotoxines qui altèrent l'épithélium
et entraînent alors progressivement une érosion de la muqueuse. A
ce phénomène inflammatoire vient s'ajouter le fait que
l'augmentation de la pression intraluminale entraîne une distension
de la paroi de l'appendice et par conséquent une diminution du
débit sanguin artériel et donc une ischémie avec finalement une
nécrose et une gangrène des tissus. Selon la rapidité et l '
intensité du processus inflammatoire, peuvent alors survenir la
formation d ' un abcès ou une perforation de l'appendice dans la
cavité péritonéale avec comme conséquence une péritonite
généralisée. Sur le plan clinique le patient se plaint généralement
de douleurs d ' abord épigastriques qui dans les 4 à 6 heures
suivantes se localisent dans la fosse iliaque droite traduisant
alors l'extension du processus inflammatoire au péritoine pariétal
(se manifestant alors par une défense ou une douleur à la détente
et lors de toute autre manoeuvre qui ébranle le péritoine pariétal
comme par exemple la toux et la marche). Environ 90 % des patients
se plaignent d'anorexie (si fréquente que l'existence d'une faim
doit faire remettre le diagnostic d ' appendicite aiguÎ en
question), 70 % rapporteront des nausées et des vomissements et 10
% des diarrhées. Il semble que la fréquence et la sévérité des
vomissements puissent être corrélées au degré de distension de l '
appendice et par là au risque de perforation. La température est
généralement augmentée aux environs de 38* C et monte en cas de
perforation. L'appendice est habituellement situé au niveau du
point de McBurney (situé sur le premier tiers de la ligne qui
sépare l ' épine iliaque antéro-supérieure de l ' ombilic) et c'est
à cet endroit que se situe généralement le maximum des douleurs
tant spontanées qu'induite par la palpation. Il faut néanmoins
souligner qu'il existe des variations anatomiques et que par
conséquent l ' appendice peut se trouver sur n ' importe quel point
d ' un cercle centré sur la base du caecum. Par exemple, il a été
rapporté que l ' appendice se trouvait en position caudale dans
31-70 % des cas et en position rétro-caecale dans 25-65 % des cas.
Il peut aussi se trouver en position latérale par rapport au caecum
ou dans le méso. Par conséquent les points o* une douleur maximum
peut être élicitée varient de patient en patient. Sur le plan de l
' examen clinique, en dehors de la recherche d ' un péritonisme
dans la fosse iliaque droite par palpation de cette dernière, d '
autres manoeuvres peuvent être effectuées afin de mettre en
évidence le processus inflammatoire local : 1) lors de l'examen
clinique il est préférable de commencer la palpation à un site
éloigné de l'endroit le plus douloureux que l'on évaluera en
dernier; la présence d'une douleur dans la fosse iliaque droite
lors de la palpation de la fosse iliaque gauche et donc par là
d'une mise sous tension du péritoine pariétal témoigne de la
présence du processus inflammatoire; il s'agit du signe de Rovsing;
2) une douleur provoquée par la mise en extension du muscle psoas
en étirant passivement la hanche droite d'un patient en décubitus
latéral gauche suggère la présence d ' un processus inflammatoire
sous-jacent; c ' est le signe du psoas; 3) enfin le signe de
l'obturateur se traduisant par la reproduction de la douleur lors
de la rotation passive de la hanche droite fléchie. Le toucher
rectale doit être effectué à la recherche d ' une douleur localisée
dans la fosse iliaque droite et d ' une éventuelle masse dans cette
région. Comme indiqué ci-dessus l ' appendice peut siéger en divers
endroits et la présentation clinique peut varier selon le siège,
prenons quatre exemples : 1) l'appendicite rétrocaecale :
l'appendice est situé derrière le caecum et, en contact avec la
paroi abdominale postérieur; le maximum de signes est donc vers l '
arrière et la douleur ne peut être reproduite que par un palper
bimanuel, une main dans la fosse iliaque droite et l ' autre au
niveau lombaire; c'est la main lombaire qui met en évidence la
douleur, au-dessus du versant postérieur de la crête iliaque; 2) l
' appendicite ®pelvienne® : en cas d' appendice pelvien
rétrovésical, l' appendicite peut se révéler en plus de la douleur
par des manifestations urinaires comme cystite et pollakiurie; dans
ce cas le toucher rectal provoquera une douleur vive au niveau du
cul de sac de Douglas; 3) l ' appendicite sous-hépatique : dans le
cas d ' un long appendice rétro-caecal les signes seront localisés
dans l ' hypochondre droit et peuvent ainsi simuler une
cholécystite aiguÎ. 4) chez la femme enceinte, l ' utérus refoule l
' appendice vers le haut et l ' on peut donc confondre la crise
avec une cholécystite ou encore une pyélonéphrite; il est donc
important de pratiquer dans ce cas un examen en décubitus latéral
gauche, ce qui en faisant basculer l ' utérus, dégage la partie
droite de l ' abdomen. De par ces variations anatomiques, l '
appendice peut être situé dans la cavité péritonéale ou au
contraire en position rétropéritonéale. Cela joue un rôle important
pour comprendre comment et dans quelle direction le processus
inflammatoire peut s ' étendre si le patient n ' est pas traité
suffisamment tôt. Par exemple, en cas de perforation d ' un
appendice intrapéritonéal l ' inflammation pourra progresser le
long de la gouttière paracolique droite sur le versant latéral du
côlon ascendant, voire même jusqu ' à la poche de Morison, l '
espace sous-phrénique ou le cul de sac de Douglas. En cas d '
appendice rétropéritonéal, l ' inflammation se localisera
principalement à l ' espace pararénal antérieur et le long de la
paroi postérieur du côlon. Les examens sanguins montrent chez la
majorité des patients une hyperleucocytose et pour ceux dont le
nombre de leucocytes n ' est pas augmenté on détectera généralement
une déviation gauche indiquant la présence de formes jeunes dans le
sang et donc un processus infectieux. Il faut néanmoins relever et
particulièrement chez la personne âgée, que la formule sanguine
peut parfois ne donner aucun indice d ' un processus infectieux ou
inflammatoire sous-jacent (pas d ' hyperleucocytose, pas de
déviation gauche). Les analyses d ' urine montrent parfois la
présence d ' une hématurie probablement par contact des tissus
inflammés avec l ' uretère ou la vessie (une hématurie importante
doit cependant faire suspecter une pathologie du tractus urinaire).
Le diagnostic d'appendicite aiguÎ repose principalement sur la
clinique, soit l'anamnèse et l'examen clinique étayés par les
analyses de sang. Cependant, Les investigations radiologiques,
notamment l'US et le CT, jouent un rôle de plus en plus important
afin de diminuer les diagnostics faux-positifs (laparotomie
inutile) ou faux-négatifs (chirurgie trop tardive et complications,
notamment perforation et péritonite). Moins de 50 % des patients
présentent sur le cliché de l ' abdomen sans préparation des signes
spécifiques d ' appendicite. Le signe le plus spécifique est la
présence d ' un stercolithe calcifié. On le retrouve chez
approximativement un cinquième à un tiers des enfants et chez 10 %
des adultes. Il réalise une image ovalaire, de densité calcique,
pouvant aller jusqu ' à 2 cm de diamètre dans la fosse iliaque
droite. La présence d ' un stercolithe dans un contexte clinique
approprié est hautement spécifique. Un autre signe bien que moins
spécifique est la présence d ' une dilatation isolée des dernières
anses iléales et du caecum, on parle alors d ' iléus caecal. La
présence d ' un iléus généralisé ne s ' observe normalement que
dans les cas compliqués comme la formation d ' un abcès ou d ' une
péritonite généralisée sur perforation. La perforation d ' un
appendice entraîne rarement un pneumopéritoine parce que l '
appendice est généralement occlus et ne communique donc pas avec le
reste du tractus intestinal et qu ' il y a une réaction péritonéale
qui contient l ' inflammation. Néanmoins, la présence d ' une bulle
d ' air paracolique fixée ou d ' une collection contenant de
multiples bulles de densité aérique est fortement suggestive d '
une appendicite perforée ou d ' un abcès péricaecal respectivement.
L ' ulrasonographie utilisée initialement pour mettre en évidence
un abcès ou pour éliminer une autre pathologie a été recommandée à
partir de 1986 grâce aux travaux de Puylaert (Puylaert, J.B.C.M.:
Acute appendicitis: ultrasound evaluation using graded compression.
Radiology 158 (1986) 335-360) pour visualiser directement l '
appendice anormal. La méthode dite de compression dosée permet une
analyse progressive de la fosse iliaque droite en utilisant la
sonde comme compresseur pour dissocier les anses digestives et
mobiliser les gaz contenus dans leur lumière afin d ' améliorer le
contact entre la sonde et l ' appendice qui est alors comprimé sur
le muscle psoas. Il faut rechercher l ' appendice au point le plus
douloureux que le patient indiquera. Le CT est utilisé de plus en
plus fréquemment ces dernières années chez les patients avec
suspicion d ' appendicite chez qui la clinique et les
investigations radiologiques mentionnées ci-dessus n ' ont pas
permis d ' établir le diagnostic. Le diagnostic au CT est basé sur
la présence de modifications inflammatoires de l ' appendice et d '
un processus inflammatoire péricaecal. L ' appendice anormal
apparaît comme une structure tubulaire de 4 à 20 mm de diamètre
avec une paroi épaissie et se rehaussant fortement après injection
de produit de contraste. L ' inflammation péricaecale se manifeste
par la présence d ' une graisse péricaecale dont la densité est
augmentée avec des petites opacités linéaires irrégulières. De plus
le CT peut révéler la présence d ' un stercolithe même si ce
dernier n ' a pu être identifié sur le cliché de l ' abdomen sans
préparation. La présence de ces signes permet de poser de façon s*r
le diagnostic d ' appendicite aiguÎ. En résumé, en cas de suspicion
d ' appendicite avec une présentation clinique équivoque il
convient dans un premier temps de pratiquer des clichés de l '
abdomen sans préparation (de toute façon utile en cas d ' abdomen
aigu pour exclure une pathologie nécessitant une intervention
chirurgicale immédiate comme une perforation) complétés
éventuellement par un examen ultrasonographique si le diagnostic n
' a pu être établi (particulièrement important chez la femme en âge
de procréer pour exclure une pathologie gynécologique). A l ' étape
suivante, soit le diagnostic d ' appendicite est confirmé soit un
diagnostic alternatif a pu être trouvé. Dans le cas contraire, on
effectuera alors un CT. Pronostic : La perforation est relativement
plus fréquente chez l ' enfant et chez la personne âgée. C ' est
dans ces deux tranches d ' âge que les taux de mortalité sont les
plus élevés. Le taux de mortalité a régulièrement diminué en Europe
et aux Etats-Unis passant de 8,1 pour 100'000 en 1941 à moins de 1
pour 100'000 en 1970 et ultérieurement.",
